Crop_Type,SOC,N_Content,P_Content,K_Content,pH,Fertilizer_Type,Fertilizer_Amount,Temperature,Rainfall,Humidity,Carbon_Footprint
Rice,0.53,181.8,22.6,150.0,6.85,Ammonium Nitrate,422.0,26.9,1054.2,79.3,2448.6
Vegetables,0.5,150.0,30.7,150.0,7.01,NPK_15-15-15,319.7,26.2,640.8,54.6,1127.7
Soybeans,0.5,170.0,30.7,150.0,7.26,Organic,34.6,22.9,653.0,56.8,515.7
Corn,0.5,93.5,11.1,150.0,8.0,Urea,290.7,28.8,654.0,56.0,1379.8
Soybeans,0.5,200.0,33.1,150.0,6.97,Organic,59.2,29.3,482.5,50.0,506.0
Corn,2.31,74.0,43.0,23.0,6.325235159,Urea,182.2,25.95263264,99.57981207,61.89082199,784.3
Vegetables,0.5,122.1,6.9,150.0,5.93,NPK_15-15-15,318.1,23.1,730.5,59.2,1143.9
Vegetables,0.5,185.0,25.4,150.0,7.2,NPK_15-15-15,221.2,27.5,488.2,56.9,1017.5
Wheat,0.5,151.2,9.7,150.0,8.31,Ammonium Nitrate,151.7,26.2,510.9,47.4,1015.6
Rice,0.5,153.1,9.5,150.0,6.92,Urea,405.7,18.5,772.3,66.7,2099.0
Vegetables,0.6,200.0,19.4,150.0,7.59,NPK_15-15-15,143.1,22.5,1059.1,72.7,904.1
Soybeans,0.5,171.1,37.9,150.0,7.23,Urea,67.1,21.4,960.0,75.8,702.9
Soybeans,0.5,134.2,13.5,150.0,6.6,Ammonium Nitrate,14.1,24.9,829.3,59.9,493.7
Vegetables,0.51,200.0,21.2,150.0,7.48,Ammonium Nitrate,246.8,24.5,692.7,80.7,1501.5
Soybeans,0.6,200.0,30.7,150.0,7.14,NPK_15-15-15,55.8,25.2,614.0,51.1,550.7
Vegetables,0.5,200.0,31.0,150.0,6.71,None,0.0,24.7,435.1,51.3,645.7
Vegetables,0.5,195.0,28.3,150.0,7.19,NPK_15-15-15,122.9,22.7,495.7,42.3,799.3
Corn,0.7,200.0,30.4,150.0,7.07,Urea,411.5,24.4,650.4,60.5,1657.5
Corn,0.5,141.5,26.0,150.0,8.11,Urea,296.3,25.7,546.8,55.2,1405.7
Corn,0.5,165.0,30.4,150.0,7.01,Urea,349.7,25.0,436.9,60.2,1510.8
Vegetables,0.5,200.0,31.9,150.0,7.01,Organic,189.7,25.5,580.9,55.1,753.9
Rice,0.5,191.7,9.9,150.0,7.41,NPK_15-15-15,380.2,25.6,818.8,68.3,1779.2
Soybeans,0.53,192.5,17.9,150.0,7.75,NPK_15-15-15,31.5,22.9,740.8,56.3,493.9
Corn,0.5,165.0,30.7,150.0,7.4,Ammonium Nitrate,352.0,27.4,482.2,50.4,1763.1
Corn,0.62,132.9,18.9,150.0,7.25,Urea,205.8,24.3,707.9,71.8,1163.5
Vegetables,0.53,200.0,20.6,150.0,7.09,Organic,222.1,27.5,483.1,51.1,780.1
Rice,0.76,200.0,20.8,150.0,6.79,Urea,197.7,26.2,1458.9,68.5,1693.4
Corn,0.5,200.0,25.6,150.0,7.14,NPK_15-15-15,447.4,27.4,643.8,47.2,1381.2
Corn,0.5,130.7,19.0,150.0,7.5,NPK_15-15-15,314.9,26.3,528.4,58.8,1188.3
Corn,0.5,118.4,25.8,150.0,8.33,Urea,268.7,26.4,654.0,56.8,1371.2
Rice,0.56,124.1,19.4,150.0,6.8,NPK_15-15-15,324.0,20.7,864.9,69.1,1647.5
Corn,0.5,200.0,20.3,150.0,7.03,Urea,292.8,28.3,489.6,63.0,1451.3
Vegetables,0.5,138.0,22.5,150.0,8.24,Organic,305.4,25.3,720.6,47.4,784.6
Corn,0.5,200.0,30.4,150.0,6.93,Urea,403.6,27.3,465.6,49.0,1642.1
Wheat,0.5,129.1,17.1,150.0,8.42,Urea,146.9,32.1,549.7,41.5,998.5
Vegetables,0.5,200.0,31.9,150.0,7.2,Organic,172.0,27.5,567.1,52.0,785.1
Rice,1.26,200.0,10.4,100.5,4.96,Urea,231.6,29.8,2000.0,78.3,1804.2
Vegetables,0.5,165.0,33.1,150.0,7.17,Ammonium Nitrate,290.7,27.5,466.6,61.8,1499.5
Corn,0.5,125.7,11.6,150.0,7.67,Urea,302.9,30.5,556.3,48.1,1399.3
Rice,0.5,200.0,25.3,150.0,7.14,Urea,299.7,22.8,1081.1,71.4,1913.4
Corn,0.5,103.8,24.8,150.0,7.89,Organic,190.5,24.8,520.6,54.3,717.5
Rice,0.5,128.4,21.0,150.0,7.88,Urea,255.4,27.2,726.1,54.1,1719.1
Corn,0.5,130.4,16.6,150.0,7.63,Urea,280.1,28.2,581.8,63.7,1393.7
Vegetables,0.52,200.0,30.4,150.0,7.21,Ammonium Nitrate,108.5,21.6,693.0,50.3,931.6
Vegetables,0.5,195.0,30.4,150.0,7.18,Organic,151.4,25.3,615.0,43.5,720.9
Soybeans,2.65,29.0,71.0,18.0,6.410441476,Ammonium Nitrate,94.0,22.17499963,53.46622584,62.13873825,287.5
Corn,0.5,155.0,33.7,150.0,7.18,Urea,367.6,22.7,641.6,60.3,1603.5
Vegetables,0.5,200.0,35.2,150.0,6.94,Urea,177.5,26.3,575.9,48.4,1089.7
Vegetables,0.5,159.6,14.2,150.0,6.82,NPK_15-15-15,144.8,23.5,648.9,61.6,926.7
Corn,0.5,195.0,33.4,150.0,7.17,Urea,308.3,27.2,550.2,65.3,1494.2
Soybeans,0.5,195.0,30.4,150.0,7.01,None,0.0,25.2,664.0,53.9,438.0
Vegetables,0.5,200.0,33.1,150.0,6.91,Ammonium Nitrate,102.3,28.0,592.1,52.4,961.5
Corn,0.5,200.0,30.4,150.0,6.97,Urea,241.0,27.8,617.0,68.7,1326.7
Vegetables,0.5,106.5,17.5,150.0,8.29,NPK_15-15-15,242.5,29.2,621.8,51.5,1066.3
Corn,0.55,200.0,21.2,147.8,7.29,Ammonium Nitrate,383.9,27.2,534.3,58.0,1824.0
Vegetables,1.95,29.0,144.0,204.0,5.800448951,Ammonium Nitrate,270.9,22.43324518,119.1025189,92.48667725,1221.1
Rice,0.5,152.2,19.5,150.0,8.11,Urea,350.1,29.9,635.6,50.9,2003.3
Vegetables,0.5,200.0,22.4,150.0,7.31,Organic,334.5,26.9,447.0,54.4,797.4
Vegetables,0.73,168.1,18.4,150.0,7.32,NPK_15-15-15,349.3,22.9,1328.0,68.1,1247.1
Corn,0.71,200.0,28.1,150.0,7.73,None,0.0,24.3,869.8,71.5,782.7
Vegetables,0.5,195.0,19.4,150.0,7.32,NPK_15-15-15,307.3,25.2,531.2,56.6,1094.8
Wheat,0.5,175.5,10.2,150.0,7.89,Ammonium Nitrate,147.0,29.1,560.3,55.5,1083.2
Wheat,0.5,132.9,17.4,150.0,6.14,Ammonium Nitrate,161.3,25.3,606.9,56.9,1059.2
Corn,0.5,122.8,12.7,150.0,7.96,NPK_15-15-15,273.7,25.7,593.0,53.8,1149.3
Vegetables,2.35,127.0,37.0,18.0,7.041065585,NPK_15-15-15,113.1,24.87663664,91.9223468,76.30050373,512.0
Soybeans,0.57,200.0,37.6,150.0,7.17,None,0.0,24.7,543.9,61.1,422.3
Vegetables,0.5,200.0,31.0,150.0,7.12,Organic,136.3,26.3,607.7,56.3,720.5
Soybeans,0.5,200.0,31.3,150.0,7.19,Organic,59.6,26.7,563.0,46.2,482.8
Rice,0.75,200.0,23.9,150.0,6.63,NPK_15-15-15,416.7,23.1,1381.0,75.7,1871.0
Vegetables,0.5,200.0,30.1,150.0,7.05,Ammonium Nitrate,315.5,24.5,644.8,56.3,1615.3
Vegetables,0.5,156.6,13.3,150.0,7.03,Organic,301.3,24.2,673.5,60.7,754.5
Vegetables,0.5,200.0,27.1,150.0,7.12,NPK_15-15-15,203.4,26.1,538.7,48.9,964.3
Vegetables,0.97,200.0,5.6,122.2,6.35,Urea,314.1,26.9,2000.0,77.1,1492.1
Vegetables,0.5,155.0,28.0,150.0,7.02,NPK_15-15-15,231.1,28.3,617.0,51.8,1027.8
Corn,0.5,125.6,15.9,150.0,8.4,Urea,376.1,25.1,573.4,41.5,1578.1
Vegetables,0.53,99.0,25.0,150.0,7.33,Urea,170.1,25.3,727.3,60.0,1080.6
Rice,0.5,159.4,14.6,150.0,8.47,Urea,315.7,29.3,603.7,54.5,1972.5
Corn,0.5,108.4,9.4,150.0,7.37,Urea,422.4,24.7,688.6,61.7,1652.1
Rice,0.5,160.1,11.7,150.0,8.39,NPK_15-15-15,241.9,28.9,711.5,42.7,1478.6
Soybeans,0.5,160.0,30.4,150.0,6.73,NPK_15-15-15,69.2,26.5,611.6,61.7,595.7
Rice,0.51,147.8,12.3,150.0,7.8,Ammonium Nitrate,282.6,30.2,426.7,41.3,2005.3
Vegetables,1.91,24.0,142.0,202.0,5.710819862,None,0.0,22.53779727,101.8474768,91.48135786,427.9
Corn,0.5,145.3,19.9,150.0,8.13,Urea,371.3,27.9,679.1,44.4,1591.5
Vegetables,0.53,179.6,17.5,150.0,6.92,Organic,210.9,25.3,717.3,66.9,772.0
Corn,0.5,141.2,21.2,150.0,8.27,NPK_15-15-15,228.7,28.8,686.9,48.1,1076.1
Corn,2.24,94.0,50.0,19.0,5.873242491,Ammonium Nitrate,392.6,23.30355338,97.59081274,73.62548442,1590.7
Vegetables,0.59,152.4,19.9,150.0,8.19,Organic,255.4,26.1,844.8,71.7,866.4
Soybeans,0.5,200.0,33.1,150.0,6.97,Organic,24.8,25.2,658.3,71.1,475.7
Corn,0.5,190.0,33.1,150.0,7.03,Ammonium Nitrate,289.9,25.8,644.7,53.1,1567.2
Corn,0.5,128.1,11.0,150.0,8.32,NPK_15-15-15,305.2,26.9,544.4,48.2,1128.1
Soybeans,0.57,141.8,12.9,150.0,7.84,NPK_15-15-15,59.0,27.2,528.8,45.3,544.6
Vegetables,0.5,195.0,21.8,150.0,7.36,NPK_15-15-15,302.3,25.1,564.5,51.5,1134.4
Soybeans,0.5,190.0,22.7,150.0,7.12,Organic,39.7,24.1,587.3,53.4,482.4
Vegetables,0.5,142.5,17.5,150.0,7.88,Urea,322.3,23.1,458.2,54.8,1382.8
Vegetables,0.5,170.8,15.5,150.0,8.02,Organic,131.5,25.0,601.1,52.6,708.1
Wheat,0.5,143.2,17.4,150.0,8.19,Organic,195.2,27.4,699.9,40.3,656.2
Vegetables,2.24,33.0,15.0,7.0,7.651225301,Urea,319.8,15.83388699,109.7571416,91.68293851,1046.8
Vegetables,0.5,105.7,14.0,150.0,8.46,NPK_15-15-15,103.9,28.9,413.9,51.7,847.4
Vegetables,0.5,200.0,32.5,150.0,7.32,Organic,232.5,26.1,582.0,59.6,810.8
Vegetables,0.5,175.0,30.7,150.0,6.81,NPK_15-15-15,316.4,24.9,601.8,47.4,1134.6
Vegetables,1.19,200.0,12.3,127.1,6.04,NPK_15-15-15,279.6,28.9,2000.0,87.4,1187.2
Wheat,0.56,159.6,11.8,150.0,8.09,NPK_15-15-15,245.0,24.4,633.2,55.7,975.5
Vegetables,0.5,140.8,13.4,150.0,6.56,Organic,349.3,22.5,786.1,61.0,778.9
Rice,0.5,142.1,14.2,150.0,8.19,NPK_15-15-15,174.6,28.6,779.9,52.1,1455.9
Vegetables,0.5,200.0,36.1,150.0,7.4,NPK_15-15-15,195.7,23.8,578.1,56.0,948.5
Rice,0.6,128.1,12.0,150.0,6.45,Urea,217.8,23.8,702.6,63.2,1663.9
Vegetables,0.77,200.0,12.2,137.4,5.04,None,0.0,28.2,2000.0,80.0,823.4
Corn,0.51,200.0,19.7,150.0,7.34,Urea,311.1,21.8,682.6,54.3,1419.9
Soybeans,0.5,200.0,25.1,150.0,6.91,Urea,25.9,23.5,564.0,60.9,558.5
Vegetables,0.5,200.0,30.4,150.0,7.17,Organic,137.3,24.6,504.7,56.8,714.3
Vegetables,0.5,134.4,10.2,150.0,6.28,Ammonium Nitrate,143.3,21.6,719.9,55.0,1003.3
Corn,0.52,200.0,21.5,150.0,7.26,Urea,204.7,27.3,543.6,57.1,1220.7
Corn,0.5,200.0,39.4,150.0,7.09,Urea,288.4,23.2,522.1,43.3,1362.8
Vegetables,0.5,164.1,13.4,150.0,6.83,Organic,196.1,24.8,740.9,57.4,755.1
Rice,0.5,120.3,13.9,150.0,7.75,Urea,395.4,30.3,487.9,49.5,2075.7
Corn,0.5,200.0,36.1,150.0,6.97,NPK_15-15-15,355.2,25.7,586.9,56.5,1264.4
Corn,0.5,156.8,14.7,150.0,7.41,NPK_15-15-15,245.1,28.1,635.4,47.6,1108.2
Soybeans,0.5,200.0,31.3,150.0,7.18,None,0.0,23.1,550.4,51.8,451.8
Corn,0.56,200.0,27.8,150.0,7.34,Ammonium Nitrate,380.8,23.2,709.9,77.4,1883.7
Vegetables,0.5,165.0,32.2,150.0,7.32,NPK_15-15-15,139.2,27.7,519.3,45.9,815.8
Vegetables,0.5,122.5,18.5,150.0,7.64,NPK_15-15-15,288.9,26.2,577.4,40.8,1058.0
Soybeans,0.71,200.0,24.3,150.0,7.12,Organic,84.7,22.1,1089.1,81.0,597.4
Vegetables,0.64,164.8,22.1,150.0,7.42,NPK_15-15-15,308.1,22.2,915.4,70.7,1180.5
Wheat,0.5,115.8,16.0,150.0,7.68,Ammonium Nitrate,130.2,26.2,679.0,48.1,942.2
Corn,0.5,195.0,30.4,150.0,6.97,Urea,343.0,24.7,609.6,45.7,1475.4
Rice,0.5,111.1,30.9,150.0,8.08,Urea,186.3,26.5,551.2,49.6,1541.4
Soybeans,0.74,173.8,25.0,150.0,6.87,Organic,39.1,23.9,1194.0,67.6,490.7
Vegetables,0.5,146.1,11.4,150.0,8.19,NPK_15-15-15,201.7,26.3,557.9,55.2,1022.9
Soybeans,0.5,171.3,33.7,150.0,7.53,NPK_15-15-15,31.9,24.8,744.9,64.9,566.9
Corn,0.5,200.0,31.3,150.0,7.35,Urea,382.8,26.4,431.5,44.3,1586.6
Rice,0.5,130.1,19.8,150.0,8.36,None,0.0,27.2,556.7,48.4,1139.8
Wheat,0.5,118.0,17.0,150.0,8.18,NPK_15-15-15,168.2,26.7,533.6,45.9,837.6
Wheat,0.5,122.2,12.2,150.0,7.06,Ammonium Nitrate,159.3,20.6,722.6,60.1,1053.3
Wheat,0.54,200.0,17.6,150.0,7.61,Urea,117.6,25.8,705.8,66.6,898.3
Rice,0.67,200.0,21.8,150.0,7.1,Urea,443.2,20.2,1159.5,70.7,2235.1
Corn,0.5,185.0,24.8,150.0,6.91,Organic,436.8,25.0,576.4,59.7,965.9
Vegetables,0.57,141.6,14.9,150.0,6.6,NPK_15-15-15,293.9,25.0,774.4,56.7,1083.8
Wheat,0.7,174.8,23.1,150.0,7.71,Ammonium Nitrate,193.5,25.6,771.4,65.7,1159.4
Vegetables,1.22,200.0,16.3,120.2,4.73,NPK_15-15-15,241.5,27.5,2000.0,80.7,1141.7
Corn,0.5,117.2,9.9,150.0,7.7,Ammonium Nitrate,184.8,27.2,606.2,49.8,1243.9
Corn,0.5,200.0,27.7,150.0,7.2,NPK_15-15-15,401.0,22.0,643.0,59.5,1344.0
Corn,0.5,90.0,8.8,150.0,8.25,Urea,243.6,28.7,488.0,52.6,1281.8
Vegetables,0.5,101.5,11.4,150.0,6.2,Organic,327.8,23.3,748.7,65.5,763.9
Vegetables,1.31,83.0,9.0,45.0,6.049609892,Organic,208.2,25.85483596,46.85176955,89.13163965,611.1
Vegetables,0.5,200.0,33.1,150.0,7.16,NPK_15-15-15,125.2,25.1,499.6,53.2,857.6
Wheat,0.5,191.5,19.3,150.0,7.51,None,0.0,27.9,571.8,48.2,598.0
Corn,0.5,109.5,13.2,150.0,8.5,Urea,280.4,27.3,595.7,41.4,1364.4
Rice,0.89,200.0,7.0,137.5,5.7,NPK_15-15-15,172.5,28.9,2000.0,86.2,1618.4
Rice,0.5,119.2,8.8,150.0,7.63,NPK_15-15-15,180.2,24.7,544.1,56.6,1417.7
Rice,0.5,134.1,16.3,150.0,8.5,Urea,226.1,28.5,746.3,55.3,1735.1
Corn,0.5,200.0,37.9,150.0,7.17,Ammonium Nitrate,289.5,26.7,588.4,57.3,1570.5
Soybeans,0.69,200.0,19.4,150.0,7.68,NPK_15-15-15,28.0,25.8,736.8,68.4,562.1
Vegetables,1.15,200.0,8.3,103.3,4.5,Organic,208.4,27.1,2000.0,86.1,881.1
Rice,0.5,110.7,15.7,150.0,7.82,Ammonium Nitrate,375.9,31.0,748.7,48.8,2275.6
Corn,0.59,186.8,24.3,150.0,8.08,Urea,346.7,28.7,477.3,41.3,1490.6
Rice,0.5,179.8,21.1,150.0,7.13,None,0.0,24.4,808.4,56.0,1223.5
Wheat,0.5,178.1,20.4,150.0,7.27,Urea,226.6,27.7,578.3,48.7,1129.4
Vegetables,0.5,178.7,11.6,150.0,7.23,NPK_15-15-15,145.3,23.6,735.2,62.5,904.4
Rice,0.5,200.0,22.0,150.0,6.65,NPK_15-15-15,219.5,22.2,916.9,79.7,1591.5
Vegetables,0.5,195.0,30.7,150.0,7.15,None,0.0,25.2,594.8,62.0,724.9
Vegetables,1.49,200.0,9.9,122.0,6.03,NPK_15-15-15,256.9,29.4,2000.0,68.3,1067.2
Vegetables,0.53,173.9,12.8,150.0,6.39,NPK_15-15-15,149.5,27.3,795.2,71.0,961.6
Rice,0.5,164.2,20.2,150.0,7.43,NPK_15-15-15,436.8,24.3,807.2,61.7,1852.0
Corn,1.76,68.0,40.0,19.0,6.655426355,Ammonium Nitrate,195.2,26.14384005,107.2361366,66.20569924,1021.2
Corn,0.5,128.2,17.4,150.0,8.22,Urea,418.6,24.0,555.6,50.7,1614.0
Corn,0.5,185.0,30.1,150.0,7.15,Urea,298.3,24.4,634.3,55.6,1408.8
Corn,0.5,82.9,12.2,150.0,8.28,Organic,226.4,28.6,592.9,50.1,815.9
Vegetables,0.5,54.0,13.0,150.0,7.57,NPK_15-15-15,168.8,26.1,575.0,59.4,838.4
Rice,0.5,140.6,24.3,150.0,6.88,NPK_15-15-15,361.2,26.6,603.2,64.0,1725.0
Vegetables,0.62,183.3,6.1,150.0,6.42,Ammonium Nitrate,192.8,24.0,790.5,61.0,1289.5
Vegetables,0.58,151.3,15.0,150.0,6.07,Organic,101.5,23.8,759.5,61.4,692.2
Vegetables,0.5,200.0,30.7,150.0,7.14,Organic,254.7,23.2,693.6,47.4,758.9
Corn,0.5,200.0,25.1,150.0,7.09,Urea,416.2,25.0,683.5,66.7,1685.0
Vegetables,0.5,103.6,18.0,150.0,8.5,NPK_15-15-15,304.3,25.3,461.4,59.3,1173.7
Corn,0.55,132.2,12.6,150.0,6.13,None,0.0,24.7,755.9,68.9,705.0
Corn,0.5,125.3,20.9,150.0,7.95,Urea,291.9,27.3,781.3,40.9,1375.7
Corn,0.5,134.2,16.0,150.0,8.14,Ammonium Nitrate,290.4,24.4,622.8,55.7,1535.9
Corn,0.79,200.0,22.4,150.0,7.91,NPK_15-15-15,258.8,22.7,858.7,71.2,1160.2
Corn,0.61,181.3,24.7,150.0,7.52,Ammonium Nitrate,272.3,26.1,801.4,72.8,1588.7
Vegetables,0.5,200.0,36.1,150.0,7.2,NPK_15-15-15,237.0,25.8,464.1,61.9,1026.4
Corn,0.5,157.0,27.0,112.0,8.28,Urea,221.4,26.7,599.7,60.1,1275.8
Corn,0.5,133.8,21.6,150.0,7.8,Urea,407.0,28.1,579.5,52.3,1665.9
Vegetables,1.49,200.0,7.6,114.4,5.92,NPK_15-15-15,135.9,27.5,2000.0,81.8,903.8
Vegetables,1.02,199.4,16.3,150.0,8.16,NPK_15-15-15,174.9,23.1,1140.8,78.4,1013.9
Vegetables,0.5,200.0,36.1,150.0,7.21,Urea,328.4,23.9,700.8,61.5,1482.9
Vegetables,0.5,170.0,19.7,150.0,6.44,NPK_15-15-15,341.2,27.6,592.3,58.4,1249.8
Corn,0.5,181.4,8.6,150.0,8.38,Urea,412.7,31.0,593.8,49.7,1756.2
Vegetables,1.36,200.0,13.8,127.1,5.69,Organic,238.0,28.1,2000.0,88.0,863.7
Vegetables,0.5,200.0,31.0,150.0,7.18,NPK_15-15-15,116.1,23.0,586.5,46.3,803.1
Corn,0.5,163.3,24.6,150.0,7.7,Urea,249.8,29.0,693.0,39.2,1301.1
Vegetables,0.69,167.7,20.5,150.0,7.06,Organic,242.8,22.2,839.6,74.0,785.9
Wheat,0.5,176.9,23.2,150.0,7.86,NPK_15-15-15,184.9,25.2,758.6,65.5,937.1
Vegetables,0.5,195.0,21.8,150.0,7.05,NPK_15-15-15,327.6,25.3,578.9,57.3,1183.2
Vegetables,0.53,132.9,13.3,150.0,7.74,NPK_15-15-15,173.9,24.8,662.3,56.6,917.6
Vegetables,0.5,200.0,34.9,150.0,7.26,Organic,153.0,24.9,664.4,56.0,700.8
Vegetables,0.86,200.0,27.7,150.0,7.56,Urea,120.6,21.0,1141.3,79.8,995.4
Corn,0.5,125.4,20.6,150.0,7.97,Urea,215.3,26.2,496.4,40.5,1166.4
Rice,0.69,200.0,27.1,150.0,6.91,NPK_15-15-15,267.7,24.7,1106.8,65.9,1649.7
Corn,0.5,131.8,15.2,150.0,8.37,Urea,409.1,28.7,567.3,38.0,1642.3
Vegetables,0.5,195.0,30.4,150.0,7.2,NPK_15-15-15,128.1,25.9,644.1,53.6,851.8
Corn,0.5,200.0,21.0,150.0,7.9,NPK_15-15-15,350.9,28.7,614.9,54.8,1279.5
Corn,0.52,200.0,25.4,150.0,7.77,Ammonium Nitrate,249.7,28.7,834.8,68.4,1558.5
Soybeans,0.52,200.0,15.9,150.0,6.98,Organic,35.7,22.7,674.2,60.4,528.8
Soybeans,0.52,200.0,30.7,150.0,7.09,NPK_15-15-15,18.9,24.2,711.6,58.0,513.6
Soybeans,0.5,200.0,30.4,150.0,6.38,None,0.0,27.8,767.2,56.8,448.3
Corn,0.51,200.0,32.5,150.0,6.26,Urea,249.6,23.0,633.8,54.6,1237.6
Vegetables,0.51,157.0,16.0,146.0,8.48,NPK_15-15-15,270.6,24.6,692.9,53.4,1123.6
Corn,0.5,150.0,25.1,150.0,7.51,Urea,257.5,27.1,497.9,57.6,1328.2
Vegetables,0.5,180.0,20.0,150.0,6.81,Organic,286.9,25.3,533.0,52.4,752.3
Vegetables,0.5,117.7,15.4,150.0,7.54,Organic,327.8,27.1,664.7,45.0,747.9
Vegetables,0.54,200.0,12.6,150.0,6.71,NPK_15-15-15,345.2,25.0,611.0,55.9,1184.6
Vegetables,0.5,177.4,9.9,150.0,6.95,NPK_15-15-15,306.8,25.2,632.0,66.5,1156.6
Wheat,0.53,126.8,15.2,150.0,8.28,Ammonium Nitrate,284.8,27.4,600.5,51.0,1442.7
Wheat,0.5,171.6,8.6,150.0,6.34,Ammonium Nitrate,188.3,22.8,692.3,69.4,1188.6
Wheat,0.55,146.8,21.2,150.0,8.28,Urea,189.1,27.0,643.3,55.3,1071.9
Vegetables,0.5,200.0,34.0,150.0,7.1,Organic,219.8,27.9,569.9,58.6,740.4
Vegetables,2.44,35.0,69.0,23.0,5.578410206,Organic,171.6,16.78791503,75.45328039,24.96881755,169.1
Corn,0.5,185.0,30.7,150.0,6.73,Urea,446.8,27.0,689.7,54.9,1741.2
Vegetables,0.61,200.0,37.6,150.0,7.07,NPK_15-15-15,185.8,26.3,548.2,52.2,905.4
Vegetables,0.5,136.0,13.1,150.0,7.88,Organic,160.7,28.0,523.3,44.9,708.6
Corn,0.5,139.8,9.5,150.0,8.14,Urea,196.7,29.6,614.6,44.1,1160.9
Vegetables,0.54,200.0,34.9,150.0,7.11,Organic,236.0,21.2,511.1,54.9,727.0
Corn,0.5,147.2,16.2,150.0,8.46,Urea,246.3,26.8,681.2,43.2,1327.8
Vegetables,0.5,165.0,23.6,150.0,7.13,Organic,328.2,22.4,591.5,60.9,769.2
Vegetables,0.5,143.3,11.0,150.0,8.05,Organic,123.1,28.8,620.5,37.6,706.8
Corn,0.5,200.0,21.8,150.0,7.29,Ammonium Nitrate,254.4,26.8,689.7,52.0,1507.0
Corn,0.5,170.0,30.4,150.0,7.2,Urea,180.8,29.0,675.0,55.0,1164.8
Vegetables,0.5,136.5,20.5,150.0,8.37,NPK_15-15-15,112.5,24.5,512.9,53.2,832.7
Corn,0.51,200.0,33.1,150.0,6.97,Ammonium Nitrate,272.1,29.2,600.8,70.3,1572.7
Vegetables,0.55,117.4,16.2,150.0,7.08,NPK_15-15-15,240.4,25.7,731.0,70.4,1045.9
Rice,0.53,200.0,20.1,150.0,6.38,Ammonium Nitrate,374.4,21.2,659.0,71.9,2275.3
Soybeans,0.67,177.9,22.9,150.0,7.73,NPK_15-15-15,58.1,24.0,1271.3,72.3,633.7
Soybeans,0.5,200.0,32.8,147.8,6.59,None,0.0,22.8,604.6,54.3,468.1
Vegetables,2.4,131.0,56.0,20.0,7.762647875,NPK_15-15-15,249.1,22.00817088,92.23645249,81.83896111,762.4
Rice,0.5,162.2,19.0,150.0,8.26,Ammonium Nitrate,268.1,26.3,738.6,43.3,1953.5
Vegetables,0.5,190.0,33.1,150.0,6.98,NPK_15-15-15,223.8,22.9,582.7,58.7,1014.2
Vegetables,0.57,200.0,25.6,150.0,6.91,Urea,173.8,26.8,614.0,54.4,1074.4
Soybeans,0.5,165.0,31.3,150.0,7.08,Organic,49.4,26.9,669.1,66.9,498.8
Vegetables,0.51,169.2,13.8,150.0,6.41,NPK_15-15-15,160.8,22.7,718.1,66.7,939.6
Vegetables,0.52,200.0,34.0,150.0,7.34,NPK_15-15-15,284.2,25.0,564.5,52.2,1125.8
Vegetables,0.5,151.0,21.4,150.0,7.63,Organic,264.4,26.1,630.1,50.6,777.5
Vegetables,0.5,153.8,14.3,150.0,7.36,Ammonium Nitrate,215.8,31.1,728.5,45.7,1305.7
Soybeans,0.5,200.0,32.5,150.0,6.73,Organic,46.4,27.0,553.9,55.6,479.7
Vegetables,2.07,5.0,13.0,37.0,5.648243648999999,NPK_15-15-15,152.4,22.34375696,103.3183074,89.7870345,647.0
Corn,0.5,175.0,33.4,150.0,7.41,Urea,251.1,28.3,559.2,55.6,1328.5
Vegetables,0.5,200.0,32.5,150.0,7.21,Urea,298.8,23.2,637.3,50.6,1328.9
Rice,0.5,104.3,10.0,150.0,8.05,NPK_15-15-15,287.3,30.3,594.6,47.9,1598.7
Vegetables,0.5,150.8,10.8,150.0,7.47,None,0.0,28.7,573.1,46.6,611.5
Vegetables,2.11,99.0,19.0,33.0,6.273741983,NPK_15-15-15,327.7,27.536454700000004,130.6377143,55.51673151,855.1
Corn,0.65,167.1,23.9,150.0,7.49,Organic,198.0,22.6,1058.4,63.3,850.5
Vegetables,0.5,200.0,23.3,150.0,7.37,Organic,176.0,26.3,756.9,53.6,729.3
Corn,0.5,161.6,5.0,150.0,8.5,NPK_15-15-15,425.0,28.1,498.4,62.1,1389.1
Soybeans,2.48,27.0,61.0,15.0,6.958054839,Organic,38.3,25.2653291,48.33941188,67.10004577,85.4
Soybeans,0.5,147.5,19.2,150.0,8.37,None,0.0,27.9,802.4,51.8,522.9
Vegetables,1.35,200.0,8.1,127.3,5.07,NPK_15-15-15,224.0,25.1,2000.0,84.2,1136.6
Corn,0.5,170.0,18.8,150.0,7.29,Ammonium Nitrate,212.5,24.4,560.4,50.5,1307.4
Vegetables,0.5,154.4,18.2,150.0,6.69,NPK_15-15-15,176.7,22.6,701.1,74.0,953.9
Rice,0.5,75.1,22.0,150.0,7.53,NPK_15-15-15,306.3,30.1,727.5,46.6,1592.1
Soybeans,2.77,8.0,45.0,15.0,4.61136408,Ammonium Nitrate,46.7,28.09568993,33.84110759,60.98353839999999,242.5
Vegetables,2.09,120.0,7.0,47.0,6.653867608,NPK_15-15-15,102.3,24.24782473,54.76576239999999,83.03687902,536.6
Vegetables,1.6,200.0,13.3,118.7,5.14,Organic,196.3,27.3,2000.0,86.6,817.7
